source_name,source_link,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,submitted_date
tribune.com.pk,http://tribune.com.pk/story/602084/routine-disrupted-major-thoroughfare-in-haripur-remains-closed/,2013-09-07 23:00:00,Chapar Road Near Murad Pur Village In Union Council Kalinjar,"Heavy rain in Tanawal belt of Hazara division triggered landslides on Chapar Road near Murad Pur village in union council Kalinjar on Saturday night, said locals.  Chapar Road, which is the shortest road link between villages in Upper and Lower Tanawal, remained closed for traffic for the third consecutive day on Monday, causing problems for commuters. Villagers complained traffic plying between Mansehra and Haripur has been affected following the landslide, making it difficult for them to take patients to Haripur or visit the market. Fahad Shah, a resident of Gandaf village, said the authorities failed to clear the important thoroughfare for the past two days despite repeated requests. The districtÕs MPA and District Development Advisory Committee Chairman Faisal Zaman said he had ordered the relevant department to clear the road by Monday afternoon and the required machinery has been dispatched for the purpose. Syed Usman Shah Shirazi, a local of Gandaf village, said authorities have",Chapar Road Near Murad Pur Village In Union Council Kalinjar,5km,landslide,downpour,medium,unknown,0.0,,34.1586,72.8541,Pakistan,North-West Frontier,Haripur,2014-04-01 00:00:00
The Kathmandu Post,https://kathmandupost.com/opinion/2018/08/31/plan-and-prepare,2018-09-01 00:06:41,Jajarkot Debris Flow (8 fatalities),Debris Flow in Jajarkot district killed 8 children when house was buried.,"Jajarkot District, Nepal",25km,debris_flow,monsoon,large,unknown,8.0,,28.87534178,82.15647284,Nepal,Bheri,Dumjala,2020-07-29 00:06:42
Online Khabar,http://english.onlinekhabar.com/2016/07/05/380855,2016-07-04 00:00:00,"Neta, Rajwara VDC ward number 3, Pyuthan, Nepal","Landslides triggered by incessant rains killed eight people in different parts of Pyuthan on Monday. Durga Bahadur Malla, his wife Sita and their daughters Sushila, Lekha and Sirjana died in a landslip at Neta, Rajwara VDC ward number 3. Mahabir Rana, a Rajwara local and secretary of the Federation of Nepali Journalists (Pyuthan), informed that Malla couple’s two children — a son and a daughter — managed to survive as they were in their neighbour’s place.","Neta, Rajwara VDC ward number 3, Pyuthan, Nepal",5km,landslide,downpour,medium,unknown,5.0,0.0,28.2856,83.04259999999998,Nepal,Rapti,Thapagaon,2016-07-05 15:40:50
Himalayan Times,http://www.thehimalayantimes.com/fullNews.php?headline=Rain+ordeal+in+Mugu&NewsID=300254,2011-08-19 00:00:00,Modikhola Hydro Project,Rain-triggered landslips have swept away 15 houses in Mugu and three in Parbat in the last few days. (date uncertain: Article posted 8/22/2012 and referenced a few days),Modikhola Hydro Project,5km,landslide,downpour,medium,unknown,0.0,,28.2719,83.74049999999998,Nepal,Dhawalagiri,Chanarung,2015-06-24 20:06:11
The Shillong Times,http://www.theshillongtimes.com/2015/06/17/entire-family-among-5-dead-in-tura-landslides/,2015-06-16 00:00:00,Akonggre,Chotelal Prasad was severely injured after boulders fell on his house and was rushed to Tura Civil Hospital where he succumbed to his injuries.,Akonggre,1km,rock_fall,downpour,small,above_road,1.0,0.0,25.5084,90.2191,India,Meghalaya,Tura,2015-06-25 20:15:31
Nation,http://nation.com.pk/sp-education/04-Sep-2014/kashmir-three-soldiers-killed-in-landslide-at-loc,2014-09-03 23:00:00,Bagh in Keller Sector of the LoC,"A spokesman of Inter-Services Public Relations (ISPR), the media wing of Pakistan’s armed forces, has said that three soldiers, including an officer, were killed under the boulders of a landslide caused by rainfall near Bagh in Keller Sector of the LoC in Azad Jammu and Kashmir.",Bagh in Keller Sector of the LoC,10km,rock_fall,rain,medium,unknown,3.0,3.0,33.9823,73.796,Pakistan,Azad Kashmir,Rawalakot,2014-11-06 23:08:20
en.wikipedia,http://en.wikipedia.org/w/index.php?title=Special%3ASearch&search=koti+himachal+pradesh,2010-08-26 00:00:00,"Koti bridge(?), Chamba-Langera-Bhadarwah border road connecting Doda district of Jammu and Kashmir with Himachal Pradesh","Chamba-Langera-Bhadarwah border road connecting Doda district of Jammu & Kashmir with Himachal has been closed due to a massive landslide at Koti bridge today. Chamba deputy commissioner Devesh Kumar told HimVani that he has directed the executive engineer, Salooni, to get the road immediately.  Other affected areas include Sundla, Salooni, Bhandal, Langera, Bhadarwah, Bhalai, and Khairi boarder area of Himachal Pradesh. According to a resident of Bhadarwah, DC Thakur, pilgrimage to Manimahesh lake, which is in full swing, has been affected as people coming from Doda district have not been able to cross the road.  Report received here from Nahan said that Nahan-Haripurdhar, Nahan-Kolawala, Paonta Sahib-Shialli and Nahan-Bhwarnehar roads, that were disrupted after heavy rainfall on Thursday, have been restored for traffic. Paonta Sahib, which had recorded 222 mm rainfall on Thursday morning, was having sunshine this noon.","Koti bridge(?), Chamba-Langera-Bhadarwah border road connecting Doda district of Jammu and Kashmir with Himachal Pradesh",25km,landslide,downpour,medium,unknown,0.0,,32.7029,75.9568,India,Himachal Pradesh,Shaini,2014-04-01 00:00:00
The Himalayan Times,https://thehimalayantimes.com/nepal/landslide-blocks-pharping-kulekhani-road/,2016-07-25 00:00:00,"Pharping-Kulekhani road in Phakel, Makwanpur District, Nepal","Estimated date, landslide may have occurred a couple days before 7/25/16. The Pharping-Kulekhani road section connecting Kathmandu and Makawanpur districts has been obstructed due to landslides.  A landslip in Phakhel due to incessant rain has rolled down rocks and boulders on the road, causing obstruction in the passage of vehicles.     Excavators have been mobilised to clear the debris, but they are yet to clear the debris, according to the Metropolitan Traffic Police Division.  Police said efforts are underway to reopen the road and resume the traffic movement.","Pharping-Kulekhani road in Phakel, Makwanpur District, Nepal",5km,rock_fall,continuous_rain,medium,above_road,,,27.6019,85.22499999999998,Nepal,Narayani,Kisipidi,2016-07-25 15:43:40
sify.com,http://sify.com/news/landslide-disrupts-supply-lines-between-siliguri-darjeeling-news-national-kgqtabgbdjc.html,2010-06-16 00:00:00,"Kurseong sub-division, Road between Kurseong and New Jalpaiguri","2010-06-16 19:00:00  Supply lines between Siliguri and Darjeeling districts of West Bengal were disrupted Wednesday following a landslide on national highway 55 in the Kurseong sub-division of Darjeeling district, officials said.  No casualties were reported.  The landslide destroyed a 21-metre length of the highway completely besides damaging partially another 22-metre stretch.  'The landslide occurred due to overnight rains. A North East Frontier Railway press statement said toy train services between Kurseong and New Jalpaiguri were suspended due to the landslide, which affected narrow gauge tracks between Rongtong and Tindharia. ","Kurseong sub-division, Road between Kurseong and New Jalpaiguri",10km,landslide,downpour,medium,unknown,0.0,,26.8073,88.31619999999998,India,West Bengal,Kurseong,2014-04-01 00:00:00
myRepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=81005,2014-12-15 00:00:00,Rank VDC-2,"The landslide triggered by incessant downpour has killed two people in Rolpa on Friday, police informed.",Rank VDC-2,50km,landslide,continuous_rain,medium,unknown,2.0,0.0,28.3685,82.37309999999998,Nepal,Rapti,Rapti,2014-12-15 23:06:18
sify.com,http://sify.com/news/cloudburst-landslides-damage-houses-school-in-uttarakhand-village-news-national-ki0r4efiegh.html,2010-08-26 08:00:00,"Matak Mahari(?), near Dehradun, Uttarakhand","Aug 26 (ANI): Heavy downpours and landslides, triggered by a cloudburst, damaged over 50 houses and a school in Matak Majari village near Dehradun in Uttarakhand in the wee hours of Thursday.  Roads in the area were swept away and a bus fell into a gorge near the village. While no casualties have been reported. Though many persons have been reportedly injured.  Slush of mud and debris entered many houses within a short time, giving no opportunity to villagers to save their belongings.","Matak Mahari(?), near Dehradun, Uttarakhand",50km,landslide,downpour,medium,unknown,0.0,,30.365,78.06409999999998,India,Uttaranchal,Dehra Dun,2014-04-01 00:00:00
reliefweb,http://www.reliefweb.int/rw/rwb.nsf/db900SID/KKAA-7JF4EG?OpenDocument,2008-09-12 00:00:00,Naubishe of Sundarpuri Village Development Committee (VDC) in Nuwakot district,"house collapsed by landslide, occurred in morning",Naubishe of Sundarpuri Village Development Committee (VDC) in Nuwakot district,10km,landslide,downpour,medium,unknown,2.0,,27.7167,85.15,Nepal,Bagmati,Kisipidi,2014-04-01 00:00:00
taiwannews,http://www.taiwannews.com.tw/etn/news_content.php?id=1679375,2011-08-13 00:00:00,"Chaurikharku, Solukhumbu District",5 killed in collapsed home in mudslide triggered by monsoon rains,"Chaurikharku, Solukhumbu District",10km,mudslide,downpour,medium,unknown,5.0,,27.6674,86.7174,Nepal,Sagarmatha,Mount Everest,2014-04-01 00:00:00
dnaindia,http://www.dnaindia.com/india/report_jammu-srinagar-highway-closed-due-to-landslides_1532927,2011-04-17 15:00:00,"Jammu and Srinagar Natl. Hwy., Panthal, Ramban","Apr 17, 2011, 17:44 IST  The 300-km Jammu-Srinagar national highway, connecting J & K with the rest of the country, was closed for vehicular traffic due to falling pieces of rocks from hilltops in the wake of landslides triggered by heavy rain in Ramban district.  The highway was closed for vehicular traffic at 3pm as pieces of rocks are falling on the highway from hilltops due to landslides caused by heavy rains in Panthal area, 180 kms from Jammu, police control room (PCR) officials said.  Due to closure of traffic, over 100 vehicles are stranded in Ramban, they said. ","Jammu and Srinagar Natl. Hwy., Panthal, Ramban",5km,landslide,downpour,medium,unknown,0.0,,33.3645,75.1999,India,Jammu and Kashmir,Gund,2014-04-01 00:00:00
The Himalayan Times,https://thehimalayantimes.com/nepal/2-kids-killed-nuwakot-landslide/,2016-06-29 09:00:00,"Bungtang, Nuwakot, Nepal","Two children were killed when a landslide buried a house at Bungtang-4 in Nuwakot on Wednesday morning.  The deceased have been identified as 13-year-old Aita Ram Tamang (13) and his six-year-old brother Aashish Tamang. Their nine-year-old sister Bimala Tamang sustained minor injury in the incident, police said.","Bungtang, Nuwakot, Nepal",10km,landslide,unknown,medium,unknown,2.0,1.0,28.0022,85.13299999999998,Nepal,Bagmati,Beklot,2016-06-30 14:59:39
dailyindia,http://www.dailyindia.com/show/255019.php/Landslides-block-Himalayan-road-cuts-Sikkim-from-India,2008-06-30 00:00:00,Kalimpong,"Monsoon rains triggered heavy landslides in Kalimpong in Himalayas on Monday, snapping road link to Sikkim with rest of India.  ",Kalimpong,5km,landslide,downpour,medium,unknown,,,27.0771,88.482,India,West Bengal,Kalimpong,2015-07-01 19:09:53
eKantipur,http://www.ekantipur.com/2015/07/06/top-story/3-die-2-missing-in-landslip-floods/407472.html,2015-07-05 00:00:00,Kakurthakur VDC-3 in Sindhuli district,Two girls were crushed by rocks while they were in a forest herding cattle.,Kakurthakur VDC-3 in Sindhuli district,5km,rock_fall,monsoon,small,natural_slope,2.0,0.0,27.0483,86.32479999999998,Nepal,Janakpur,Sun  Kosi,2015-07-06 20:27:31
Times of Malta,http://www.timesofmalta.com/articles/view/20150514/world/nepal-landslide-captured-on-camera.568085,2015-05-12 00:00:00,"khukondole, Tatopani","sand lifted by the landslide filled the village of Khukondole, causing the Canadian Red Cross to withdraw","khukondole, Tatopani",5km,landslide,earthquake,medium,natural_slope,0.0,0.0,28.0257,85.7262,Nepal,Bagmati,Congdu,2015-07-02 19:16:18
timesofindia.indiatimes,http://timesofindia.indiatimes.com/city/chandigarh/Morni-landslides-leave-150-stuck/articleshow/6539067.cms,2010-09-11 16:00:00,"Mandana(Madana) village(?), Panchkula-Morni rd, 20 km from Panchkula, Haryana","Morni landslides leave 150 stuck  TNN, Sep 12, 2010, 06.03am IST  PANCHKULA: Landslides on the Panchkula-Morni route  following heavy rains and uprooting of trees, left around 150 people on way to Haryana's only hill station stranded since Saturday evening.  Reports reaching here said most of them had gone on a weekend visit. Two Haryana roadways buses, 20 cars and 15 motorcycles too were stuck there. According to police officials, the locals and students were aboard the buses while the tourists were in cars and motorcycles.  The landslides and ensuing uprooting of trees, reportedly took place at around 4 pm near Mandana village, 20 km from Panchkula city. A roadways bus driver, Kamal, somehow managed to reach Morni police post on foot and informed the police about the disruptions on the road due to fallen trees and mounds of rocks and loose soil, which came down the hillside. The police, in turn, informed the PWD department and Panchkula administration, and a JCB machine was sent from","Mandana(Madana) village(?), Panchkula-Morni rd, 20 km from Panchkula, Haryana",5km,landslide,downpour,medium,unknown,0.0,,30.7059,76.98439999999998,India,Haryana,Pinjaur,2014-04-01 00:00:00
kashmirobserver,http://www.kashmirobserver.net/index.php?option=com_content&view=article&id=4240:highway-closed-for-4th-day&catid=3:regional-news&Itemid=4,2010-02-06 00:00:00,"Srinagar-Jammu highway near Asar, Doda and Kishtwar districts","With bad weather hampering road-clearing operations, the Srinagar-Jammu Highway remained closed for traffic for the fourth day running on Tuesday. The highway, the only surface link between Kashmir and the rest of the country, had been closed on Saturday after heavy rains triggered off landslides at several places, and snow blocked the Jawahar Tunnel.  “Continuous and heavy downpour is hindering the operation to clear the landslides and there are continuous shooting stones at several places,” the SP for traffic, GM Wadoo, said.  The Doda and Kishtwar districts of the Jammu region also remained cut off due to landslides near Asar area since Monday. ","Srinagar-Jammu highway near Asar, Doda and Kishtwar districts",25km,landslide,downpour,medium,unknown,,,33.1595,75.8011,India,Jammu and Kashmir,Shandero,2014-09-15 18:55:16
